unique_values,counts
"['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - increases activity of - Protein - molecularly interacts with - ChemicalSubstance - positively correlated with - BiologicalProcess - negatively correlated with - Disease']",1
"['Drug - decreases abundance of - OrganismTaxon - causes - Disease', 'Drug - negatively regulates - BiologicalProcess - occurs in - Disease']",1
['Drug - increases activity of - Protein - participates in - BiologicalProcess - located in - GrossAnatomicalStructure - correlated with - PhenotypicFeature - causes - Disease'],1
['Drug - increases activity of - Protein - positively regulates - MolecularActivity - participates in - Pathway - positively correlated with - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - positively regulates - MolecularActivity - increases abundance of - ChemicalSubstance - negatively correlated with - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively regulates - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - negatively regulates - Protein - positively regulates - BiologicalProcess - part of - CellularComponent - in taxon - OrganismTaxon - causes - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - PhenotypicFeature - positively correlated with - BiologicalProcess - contributes to - Disease'],1
"['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - decreases abundance of - ChemicalSubstance - positively correlated with - PhenotypicFeature - positively correlated with - Disease', 'Drug - increases activity of - Protein - positively regulates - BiologicalProcess - decreases abundance of - ChemicalSubstance - positively correlated with - Disease', 'Drug - decreases abundance of - ChemicalSubstance - positively correlated with - PhenotypicFeature - positively correlated with - Disease', 'Drug - decreases abundance of - ChemicalSubstance - positively correlated with - Disease']",1
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - contributes to - PhenotypicFeature - manifestation of - Disease'],1
['Drug - negatively regulates - Protein - positively regulates - MolecularActivity - positively regulates - ChemicalSubstance - negatively correlated with - BiologicalProcess - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - participates in - Pathway - increases abundance of - ChemicalSubstance - negatively regulates - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - negatively regulates - Protein - participates in - Pathway - increases abundance of - ChemicalSubstance - positively regulates - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - molecularly interacts with - ChemicalSubstance - located in - Cell - location of - BiologicalProcess - negatively correlated with - Disease'],1
"['Drug - increases abundance of - ChemicalSubstance - positively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - Disease']",1
"['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - positively correlated with - BiologicalProcess - occurs in - Disease', 'Drug - has metabolite - ChemicalSubstance - participates in - BiologicalProcess - occurs in - Disease']",1
"['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - positively correlated with - BiologicalProcess - precedes - PhenotypicFeature - occurs in - Disease', 'Drug - has metabolite - ChemicalSubstance - participates in - BiologicalProcess - precedes - PhenotypicFeature - occurs in - Disease']",1
"['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - located in - GrossAnatomicalStructure - location of - Disease', 'Drug - increases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - positively regulates - BiologicalProcess - located in - GrossAnatomicalStructure - location of - Disease', 'Drug - positively regulates - BiologicalProcess - negatively correlated with - Disease']",1
['Drug - increases activity of - Protein - positively correlated with - ChemicalSubstance - negatively correlated with - Disease'],1
['Drug - positively regulates - BiologicalProcess - positively regulates - Protein - disrupted by - Disease'],1
"['Drug - negatively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - negatively regulates - Protein - decreases abundance of - ChemicalSubstance - positively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - negatively regulates - Protein - decreases abundance of - ChemicalSubstance - treats - Disease', 'Drug - subclass of - ChemicalSubstance - positively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - subclass of - ChemicalSubstance - treats - Disease']",1
"['Drug - negatively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - negatively regulates - Protein - decreases abundance of - ChemicalSubstance - positively regulates - PhenotypicFeature - contributes to - Disease']",1
['Drug - increases activity of - Protein - participates in - MolecularActivity - positively regulates - BiologicalProcess - positively correlated with - Disease'],1
['Drug - increases activity of - Protein - positively correlated with - ChemicalSubstance - negatively correlated with - BiologicalProcess - positively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - positively regulates - PhenotypicFeature - manifestation of - Disease', 'Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - occurs in - Disease']",1
['Drug - positively regulates - BiologicalProcess - disrupts - ChemicalSubstance - positively correlated with - GrossAnatomicalStructure - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - occurs in - Disease'],1
['Drug - decreases activity of - Protein - increases abundance of - ChemicalSubstance - located in - CellularComponent - participates in - BiologicalProcess - prevents - Disease'],1
['Drug - subclass of - ChemicalSubstance - negatively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - ChemicalSubstance - in taxon - OrganismTaxon - regulates - BiologicalProcess - prevents - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - decreases abundance of - ChemicalSubstance - positively regulates - PhenotypicFeature - contributes to - Disease'],1
['Drug - increases activity of - Protein - positively regulates - Pathway - positively regulates - BiologicalProcess - negatively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - participates in - BiologicalProcess - regulates - PhenotypicFeature - manifestation of - Disease', 'Drug - decreases activity of - Protein - participates in - BiologicalProcess - positively correlated with - ChemicalSubstance - positively correlated with - Disease']",1
['Drug - increases activity of - Protein - participates in - BiologicalProcess - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - increases abundance of - ChemicalSubstance - positively correlated with - PhenotypicFeature - contributes to - Disease'],1
['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - positively regulates - BiologicalProcess - contributes to - Disease'],1
['Drug - has metabolite - ChemicalSubstance - positively correlated with - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - increases activity of - GeneFamily - increases abundance of - ChemicalSubstance - participates in - BiologicalProcess - negatively regulates - OrganismTaxon - causes - Disease'],1
['Drug - decreases activity of - Protein - produces - Cell - causes - Disease'],1
['Drug - decreases activity of - Protein - participates in - Pathway - has output - ChemicalSubstance - causes - Disease'],1
['Drug - increases activity of - Protein - participates in - BiologicalProcess - correlated with - Disease'],1
['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - contributes to - Disease'],1
['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - located in - GrossAnatomicalStructure - location of - Disease'],1
['Drug - decreases activity of - Protein - part of - CellularComponent - correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - participates in - BiologicalProcess - positively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - participates in - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - molecularly interacts with - ChemicalSubstance - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - molecularly interacts with - ChemicalSubstance - positively correlated with - BiologicalProcess - negatively correlated with - Disease']",1
['Drug - has metabolite - ChemicalSubstance - negatively regulates - Protein - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases abundance of - ChemicalSubstance - participates in - BiologicalProcess - causes - Disease'],1
['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - has output - Cell - negatively correlated with - Disease'],1
['Drug - increases activity of - Protein - capable of - MolecularActivity - correlated with - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - negatively regulates - Protein - participates in - BiologicalProcess - affects risk for - Disease'],1
['Drug - increases activity of - GeneFamily - positively regulates - BiologicalProcess - positively correlated with - ChemicalSubstance - negatively correlated with - Disease'],1
['Drug - decreases abundance of - ChemicalSubstance - participates in - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease'],1
"['Drug - decreases activity of - Protein - participates in - BiologicalProcess - negatively regulates - Disease', 'Drug - decreases activity of - GeneFamily - participates in - BiologicalProcess - negatively regulates - Disease']",1
['Drug - negatively regulates - GeneFamily - positively regulates - BiologicalProcess - decreases abundance of - ChemicalSubstance - negatively correlated with - Disease'],1
"['Drug - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - subclass of - ChemicalSubstance - negatively correlated with - Disease']",1
['Drug - negatively correlated with - Disease'],1
['Drug - positively regulates - Protein - participates in - BiologicalProcess - positively correlated with - Disease'],1
['Drug - positively correlated with - BiologicalProcess - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - chemically similar to - Protein - participates in - BiologicalProcess - negatively correlated with - Disease'],1
"['Drug - regulates - Protein - molecularly interacts with - ChemicalSubstance - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - increases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - negatively correlated with - Disease']",1
['Drug - negatively regulates - Protein - positively regulates - BiologicalProcess - contributes to - Disease'],1
"['Drug - molecularly interacts with - Protein - decreases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - negatively regulates - BiologicalProcess - positively correlated with - Disease']",1
['Drug - negatively regulates - Protein - positively correlated with - ChemicalSubstance - causes - Disease'],1
"['Drug - decreases activity of - Protein - increases abundance of - ChemicalSubstance - positively correlated with - BiologicalProcess - positively regulates - Cell - positively correlated with - Disease', 'Drug - decreases activity of - Protein - participates in - BiologicalProcess - positively regulates - Cell - positively correlated with - Disease']",1
['Drug - decreases activity of - Protein - positively regulates - Pathway - positively correlated with - ChemicalSubstance - positively regulates - BiologicalProcess - affects risk for - PhenotypicFeature - manifestation of - Disease'],1
['Drug - increases abundance of - ChemicalSubstance - positively correlated with - BiologicalProcess - ameliorates - Disease'],1
"['Drug - increases activity of - Protein - positively correlated with - ChemicalSubstance - negatively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - increases activity of - Protein - positively regulates - BiologicalProcess - negatively regulates - PhenotypicFeature - manifestation of - Disease', 'Drug - increases activity of - Protein - negatively regulates - PhenotypicFeature - manifestation of - Disease']",1
['Drug - negatively regulates - Protein - expressed in - Cell - contributes to - BiologicalProcess - occurs in - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - decreases abundance of - ChemicalSubstance - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - GeneFamily - positively regulates - MolecularActivity - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - GeneFamily - participates in - BiologicalProcess - precedes - Cell - positively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - causes - Disease'],1
['Drug - decreases activity of - Protein - participates in - Pathway - decreases abundance of - ChemicalSubstance - negatively regulates - BiologicalProcess - positively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - participates in - BiologicalProcess - decreases abundance of - ChemicalSubstance - negatively correlated with - Disease', 'Drug - decreases activity of - ChemicalSubstance - negatively correlated with - Disease']",1
"['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - positively regulates - BiologicalProcess - treats - Disease', 'Drug - has metabolite - ChemicalSubstance - positively correlated with - BiologicalProcess - treats - Disease']",1
['Drug - part of - ChemicalSubstance - contributes to - Disease'],1
['Drug - decreases activity of - Protein - participates in - Pathway - has participant - ChemicalSubstance - manifestation of - Disease'],1
['Drug - decreases activity of - Protein - produces - ChemicalSubstance - positively regulates - MolecularActivity - correlated with - Disease'],1
['Drug - increases activity of - GeneFamily - participates in - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - increases activity of - Protein - regulates - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - decreases activity of - Protein - produces - ChemicalSubstance - participates in - BiologicalProcess - causes - Disease'],1
['Drug - increases abundance of - ChemicalSubstance - decreases activity of - Protein - participates in - BiologicalProcess - causes - Disease'],1
['Drug - decreases activity of - Protein - has phenotype - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - Protein - increases abundance of - ChemicalSubstance - manifestation of - Disease']",1
['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - ChemicalSubstance - contributes to - Disease'],1
['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - GrossAnatomicalStructure - location of - Disease'],1
['Drug - decreases activity of - Protein - increases abundance of - ChemicalSubstance - increases activity of - GeneFamily - causes - Disease'],1
['Drug - decreases activity of - Protein - produces - ChemicalSubstance - located in - CellularComponent - correlated with - Disease'],1
"['Drug - decreases abundance of - Protein - increases abundance of - ChemicalSubstance - participates in - BiologicalProcess - causes - Disease', 'Drug - decreases abundance of - Protein - negatively regulates - BiologicalProcess - causes - Disease', 'Drug - decreases abundance of - Protein - negatively regulates - Pathway - positively regulates - BiologicalProcess - causes - Disease']",1
"['Drug - decreases activity of - Protein - participates in - BiologicalProcess - occurs in - OrganismTaxon - causes - Disease', 'Drug - negatively regulates - MolecularActivity - precedes - BiologicalProcess - occurs in - OrganismTaxon - causes - Disease']",1
"['Drug - decreases activity of - Protein - participates in - Pathway - has output - ChemicalSubstance - participates in - BiologicalProcess - causes - Disease', 'Drug - decreases activity of - Protein - participates in - BiologicalProcess - causes - Disease']",1
['Drug - has metabolite - ChemicalSubstance - contributes to - Disease'],1
['Drug - has metabolite - ChemicalSubstance - increases activity of - Protein - positively regulates - BiologicalProcess - has phenotype - PhenotypicFeature - contributes to - Disease'],1
['Drug - has metabolite - ChemicalSubstance - increases activity of - Protein - positively regulates - BiologicalProcess - caused by - OrganismTaxon - causes - Disease'],1
['Drug - negatively regulates - Pathway - occurs in - GrossAnatomicalStructure - location of - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - positively regulates - Protein - increases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - positively correlated with - Disease'],1
['Drug - positively regulates - Protein - increases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - disrupts - CellularComponent - part of - OrganismTaxon - causes - Disease'],1
['Drug - decreases activity of - Protein - decreases abundance of - ChemicalSubstance - treats - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - MolecularActivity - positively regulates - BiologicalProcess - occurs in - GrossAnatomicalStructure - location of - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - MolecularActivity - positively regulates - BiologicalProcess - has phenotype - PhenotypicFeature - contributes to - Disease'],1
"['Drug - positively regulates - Pathway - contributes to - BiologicalProcess - located in - Cell - affected by - Disease', 'Drug - positively regulates - Pathway - contributes to - BiologicalProcess - negatively correlated with - Disease', 'Drug - produces - Cell - affected by - Disease', 'Drug - positively regulates - Protein - participates in - BiologicalProcess - located in - Cell - affected by - Disease', 'Drug - positively regulates - Protein - participates in - BiologicalProcess - negatively correlated with - Disease']",1
['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - correlated with - Disease'],1
['Drug - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - has phenotype - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - contributes to - Disease'],1
"['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - positively correlated with - Disease']",1
['Drug - produces - Cell - capable of - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - decreases activity of - Protein - expressed in - GrossAnatomicalStructure - produces - GeneFamily - causes - Disease'],1
['Drug - decreases activity of - Protein - produces - ChemicalSubstance - positively regulates - BiologicalProcess - positively correlated with - Disease'],1
['Drug - decreases abundance of - ChemicalSubstance - negatively regulates - BiologicalProcess - has phenotype - PhenotypicFeature - manifestation of - Disease'],1
['Drug - increases activity of - Protein - expressed in - GrossAnatomicalStructure - location of - Disease'],1
['Drug - decreases activity of - Protein - participates in - Pathway - affects risk for - Disease'],1
['Drug - decreases activity of - Protein - produces - ChemicalSubstance - participates in - BiologicalProcess - correlated with - Disease'],1
['Drug - negatively regulates - BiologicalProcess - correlated with - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - MolecularActivity - contributes to - Disease'],1
['Drug - decreases activity of - Protein - prevents - Disease'],1
['Drug - decreases abundance of - ChemicalSubstance - participates in - BiologicalProcess - occurs in - OrganismTaxon - causes - Disease'],1
['Drug - produces - ChemicalSubstance - contributes to - Disease'],1
['Drug - increases activity of - Protein - molecularly interacts with - ChemicalSubstance - prevents - Disease'],1
['Drug - produces - ChemicalSubstance - increases activity of - Protein - positively regulates - BiologicalProcess - has phenotype - PhenotypicFeature - contributes to - Disease'],1
['Drug - produces - ChemicalSubstance - increases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - located in - GrossAnatomicalStructure - location of - Disease'],1
['Drug - produces - ChemicalSubstance - increases activity of - Protein - positively regulates - BiologicalProcess - has phenotype - PhenotypicFeature - located in - GrossAnatomicalStructure - location of - Disease'],1
['Drug - decreases activity of - Protein - caused by - BiologicalProcess - has phenotype - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - negatively regulates - GeneFamily - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - negatively regulates - Protein - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease']",1
['Drug - increases activity of - GeneFamily - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - negatively regulates - Protein - negatively regulates - BiologicalProcess - negatively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - negatively regulates - BiologicalProcess - located in - GrossAnatomicalStructure - positively correlated with - Disease', 'Drug - decreases activity of - Protein - negatively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - decreases activity of - Protein - negatively regulates - BiologicalProcess - positively correlated with - MolecularActivity - positively correlated with - PhenotypicFeature - correlated with - Disease', 'Drug - decreases activity of - Protein - correlated with - PhenotypicFeature - correlated with - Disease']",1
"['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - manifestation of - Disease', 'Drug - decreases activity of - Protein - produced by - Cell - participates in - BiologicalProcess - manifestation of - Disease', 'Drug - negatively regulates - BiologicalProcess - manifestation of - Disease', 'Drug - negatively regulates - MolecularActivity - positively correlated with - BiologicalProcess - manifestation of - Disease']",1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - located in - GrossAnatomicalStructure - location of - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - Pathway - positively correlated with - PhenotypicFeature - causes - Disease'],1
['Drug - has metabolite - ChemicalSubstance - increases activity of - GeneFamily - participates in - MolecularActivity - positively regulates - BiologicalProcess - negatively correlated with - GrossAnatomicalStructure - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - increases abundance of - ChemicalSubstance - decreases activity of - Protein - positively regulates - BiologicalProcess - decreases abundance of - Cell - manifestation of - Disease'],1
['Drug - negatively regulates - BiologicalProcess - increases abundance of - ChemicalSubstance - correlated with - PhenotypicFeature - contributes to - Disease'],1
['Drug - chemically similar to - ChemicalSubstance - causes - PhenotypicFeature - manifestation of - Disease'],1
['Drug - produces - ChemicalSubstance - negatively regulates - Pathway - positively regulates - BiologicalProcess - positively correlated with - Disease'],1
['Drug - produces - ChemicalSubstance - negatively regulates - Pathway - positively regulates - BiologicalProcess - contributes to - PhenotypicFeature - manifestation of - Disease'],1
['Drug - regulates - ChemicalSubstance - treats - Disease'],1
['Drug - increases abundance of - Protein - located in - GrossAnatomicalStructure - decreases abundance of - ChemicalSubstance - treats - Disease'],1
['Drug - negatively regulates - Protein - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - affects risk for - Disease'],1
['Drug - negatively regulates - Protein - positively regulates - BiologicalProcess - correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - subclass of - ChemicalSubstance - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - prevents - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - prevents - BiologicalProcess - correlated with - PhenotypicFeature - occurs in - Disease'],1
['Drug - increases abundance of - ChemicalSubstance - correlated with - PhenotypicFeature - superclass of - Disease'],1
"['Drug - negatively regulates - Protein - positively correlated with - BiologicalProcess - negatively correlated with - Disease', 'Drug - negatively regulates - Protein - regulates - GeneFamily - regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - positively correlated with - BiologicalProcess - negatively correlated with - Disease', 'Drug - increases abundance of - ChemicalSubstance - correlated with - CellularComponent - negatively correlated with - Disease']",1
['Drug - negatively regulates - Protein - regulates - BiologicalProcess - correlated with - Disease'],1
['Drug - increases activity of - GeneFamily - positively regulates - BiologicalProcess - negatively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - decreases activity of - Protein - produced by - Cell - participates in - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - negatively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - negatively regulates - MolecularActivity - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease']",1
['Drug - negatively regulates - GeneFamily - increases transport of - ChemicalSubstance - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - positively regulates - Protein - decreases expression of - ChemicalSubstance - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - positively regulates - Protein - negatively correlated with - PhenotypicFeature - manifestation of - Disease']",1
['Drug - produces - ChemicalSubstance - participates in - BiologicalProcess - positively correlated with - Disease'],1
['Drug - increases activity of - Protein - positively regulates - MolecularActivity - decreases abundance of - ChemicalSubstance - positively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - ChemicalSubstance - positively correlated with - Disease', 'Drug - negatively regulates - BiologicalProcess - positively correlated with - Disease']",1
['Drug - negatively regulates - Protein - expressed in - Cell - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - decreases abundance of - ChemicalSubstance - negatively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - negatively regulates - Protein - expressed in - Cell - contributes to - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - occurs in - GrossAnatomicalStructure - affected by - Disease'],1
['Drug - increases abundance of - ChemicalSubstance - participates in - BiologicalProcess - negatively correlated with - Disease'],1
"['Drug - increases activity of - Protein - participates in - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - CellularComponent - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - CellularComponent - positively correlated with - Disease']",1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - decreases abundance of - ChemicalSubstance - increases activity of - MolecularActivity - disrupted by - Disease'],1
['Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - participates in - BiologicalProcess - correlated with - Disease'],1
['Drug - decreases activity of - Protein - treats - Disease'],1
['Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - participates in - BiologicalProcess - located in - GrossAnatomicalStructure - regulates - PhenotypicFeature - manifestation of - Disease'],1
['Drug - has metabolite - ChemicalSubstance - positively regulates - Protein - negatively regulates - BiologicalProcess - correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - positively regulates - Protein - negatively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - positively regulates - Protein - negatively correlated with - PhenotypicFeature - manifestation of - Disease']",1
['Drug - produces - ChemicalSubstance - positively regulates - BiologicalProcess - negatively regulates - Disease'],1
"['Drug - negatively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - negatively regulates - PhenotypicFeature - manifestation of - Disease']",1
"['Drug - subclass of - ChemicalSubstance - negatively correlated with - Disease', 'Drug - subclass of - ChemicalSubstance - increases activity of - BiologicalProcess - negatively correlated with - Disease']",1
"['Drug - subclass of - ChemicalSubstance - negatively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - subclass of - ChemicalSubstance - increases activity of - BiologicalProcess - negatively correlated with - PhenotypicFeature - manifestation of - Disease']",1
"['Drug - negatively regulates - Protein - positively regulates - GeneFamily - positively regulates - BiologicalProcess - correlated with - Disease', 'Drug - negatively regulates - Protein - positively regulates - GeneFamily - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - negatively correlated with - Disease', 'Drug - negatively regulates - GeneFamily - positively regulates - BiologicalProcess - correlated with - Disease', 'Drug - negatively regulates - GeneFamily - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - negatively correlated with - Disease']",1
"['Drug - has metabolite - ChemicalSubstance - positively correlated with - CellularComponent - positively correlated with - BiologicalProcess - negatively correlated with - Disease', 'Drug - has metabolite - ChemicalSubstance - negatively regulates - Protein - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - has metabolite - ChemicalSubstance - location of - BiologicalProcess - negatively correlated with - Disease', 'Drug - has metabolite - ChemicalSubstance - negatively correlated with - Disease']",1
['Drug - subclass of - ChemicalSubstance - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - positively regulates - Protein - positively regulates - MolecularActivity - negatively correlated with - PhenotypicFeature - correlated with - Disease'],1
['Drug - increases activity of - Protein - increases abundance of - ChemicalSubstance - participates in - BiologicalProcess - prevents - Disease'],1
"['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - increases activity of - Protein - located in - GrossAnatomicalStructure - location of - BiologicalProcess - negatively correlated with - Disease']",1
['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - located in - GrossAnatomicalStructure - positively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - positively regulates - MolecularActivity - negatively regulates - BiologicalProcess - positively correlated with - Disease'],1
"['Drug - has metabolite - ChemicalSubstance - negatively regulates - Protein - positively regulates - Pathway - positively regulates - BiologicalProcess - positively regulates - PhenotypicFeature - manifestation of - Disease', 'Drug - has metabolite - ChemicalSubstance - negatively regulates - Protein - positively regulates - BiologicalProcess - positively regulates - PhenotypicFeature - manifestation of - Disease']",1
['Drug - positively correlated with - BiologicalProcess - negatively regulates - OrganismTaxon - causes - Disease'],1
['Drug - positively correlated with - CellularComponent - positively regulates - BiologicalProcess - decreases abundance of - Cell - positively correlated with - Disease'],1
['Drug - increases activity of - Protein - decreases activity of - GrossAnatomicalStructure - positively correlated with - BiologicalProcess - positively correlated with - Disease'],1
